Student ID,Subject_Knowledge,Explanation_Quality,Presentation_Quality,Assignment_Difficulty,Doubt_Resolution,Course_Structure,Extra_Support,Course_Recommendation,Event_Type,Department,Overall_Score,Satisfaction_Level,Feedback_Comment,Polarity,Subjectivity,Sentiment
901,9,8,6,1,2,9,8,2,Workshop,Electronics,5.62,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
517,10,5,7,7,5,10,6,5,Tech Talk,Management,6.88,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
545,9,4,8,1,8,6,2,4,Guest Lecture,Mechanical,5.25,Medium,The event met my basic expectations.,0.0,0.125,Neutral
918,8,3,8,9,9,1,6,1,Cultural Event,Arts,5.62,Medium,The event met my basic expectations.,0.0,0.125,Neutral
652,8,3,4,8,3,2,2,3,Guest Lecture,Electronics,4.12,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
471,10,10,4,8,2,2,4,7,Tech Talk,Management,5.88,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
323,6,8,7,5,4,1,9,3,Tech Talk,Electronics,5.38,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
276,8,5,7,9,1,10,1,2,Guest Lecture,Civil,5.38,Medium,The event met my basic expectations.,0.0,0.125,Neutral
672,7,8,5,6,5,10,5,10,Tech Talk,Computer Science,7.0,High,Excellent event! The speaker was very knowledgeable and engaging.,0.5333333333333333,0.6666666666666666,Positive
337,10,7,6,8,9,5,1,1,Guest Lecture,Arts,5.88,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
468,7,7,8,4,2,1,5,10,Seminar,Electronics,5.5,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
380,8,8,4,8,2,4,9,2,Guest Lecture,Computer Science,5.62,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
755,9,8,7,2,9,6,3,7,Guest Lecture,Management,6.38,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
267,8,9,4,4,8,4,8,1,Tech Talk,Computer Science,5.75,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
598,9,3,4,9,3,4,5,1,Tech Talk,Arts,4.75,Medium,The event met my basic expectations.,0.0,0.125,Neutral
128,6,2,6,1,9,3,9,2,Workshop,Electronics,4.75,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
444,8,2,6,10,7,2,4,8,Workshop,Civil,5.88,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
572,6,5,4,4,8,6,8,9,Seminar,Management,6.25,Medium,Some useful information but could be improved.,0.3,0.0,Positive
319,8,3,6,6,7,10,8,4,Workshop,Electronics,6.5,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
390,8,6,7,5,1,4,3,9,Guest Lecture,Arts,5.38,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
176,10,2,6,7,4,10,1,3,Tech Talk,Management,5.38,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
883,7,4,4,2,8,6,7,4,Workshop,Mechanical,5.25,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
831,5,2,8,3,5,10,7,7,Workshop,Computer Science,5.88,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
220,10,5,8,7,9,7,2,7,Seminar,Arts,6.88,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
17,7,6,5,3,9,5,5,2,Seminar,Mechanical,5.25,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
938,10,10,6,5,2,9,9,9,Guest Lecture,Electronics,7.5,High,The event exceeded my expectations. Very well organized.,0.2,0.3,Positive
651,8,7,6,3,9,10,6,1,Tech Talk,Civil,6.25,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
953,5,10,8,10,6,4,6,4,Seminar,Management,6.62,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
902,5,8,6,10,4,5,5,9,Workshop,Computer Science,6.5,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
167,7,7,5,8,6,9,9,8,Tech Talk,Management,7.38,High,The best event I've attended this semester. Excellent content!,1.0,0.65,Positive
669,9,3,4,5,2,2,1,6,Tech Talk,Electronics,4.0,Medium,The event met my basic expectations.,0.0,0.125,Neutral
859,8,3,5,9,10,3,1,6,Workshop,Management,5.62,Medium,Some useful information but could be improved.,0.3,0.0,Positive
120,8,4,7,5,4,4,10,6,Seminar,Computer Science,6.0,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
293,10,4,7,1,6,7,7,4,Workshop,Electronics,5.75,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
789,10,2,8,7,9,8,1,4,Tech Talk,Management,6.12,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
182,5,2,7,2,3,6,1,9,Cultural Event,Civil,4.38,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
369,10,5,4,4,3,7,4,10,Cultural Event,Arts,5.88,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
207,6,8,6,7,9,7,2,5,Guest Lecture,Electronics,6.25,Medium,Some useful information but could be improved.,0.3,0.0,Positive
842,10,7,5,3,3,6,4,6,Workshop,Arts,5.5,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
38,5,8,7,6,10,8,9,5,Workshop,Electronics,7.25,High,Loved the interactive nature of the event. Would attend again.,0.7,0.8,Positive
495,5,4,7,9,6,10,5,9,Guest Lecture,Civil,6.88,Medium,The event met my basic expectations.,0.0,0.125,Neutral
942,10,6,8,3,7,8,4,5,Guest Lecture,Arts,6.38,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
752,10,7,4,4,4,9,10,7,Guest Lecture,Mechanical,6.88,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
940,7,3,6,9,10,8,3,5,Tech Talk,Computer Science,6.38,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
648,5,7,7,9,6,3,10,3,Workshop,Mechanical,6.25,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
125,6,2,4,5,9,7,7,7,Tech Talk,Management,5.88,Medium,Some useful information but could be improved.,0.3,0.0,Positive
516,10,2,8,9,2,3,3,1,Guest Lecture,Civil,4.75,Medium,The event met my basic expectations.,0.0,0.125,Neutral
963,9,6,4,5,3,3,6,6,Workshop,Mechanical,5.25,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
215,5,6,6,2,1,9,5,8,Tech Talk,Electronics,5.25,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
823,7,5,8,3,4,3,1,10,Tech Talk,Management,5.12,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
840,5,7,5,6,9,9,10,6,Guest Lecture,Management,7.12,High,Excellent event! The speaker was very knowledgeable and engaging.,0.5333333333333333,0.6666666666666666,Positive
429,8,3,5,1,8,1,8,9,Workshop,Mechanical,5.38,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
109,6,3,5,6,1,6,6,10,Guest Lecture,Mechanical,5.38,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
795,6,9,8,4,2,6,10,6,Workshop,Civil,6.38,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
760,9,4,4,3,8,5,10,1,Cultural Event,Computer Science,5.5,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
536,10,10,4,7,8,7,6,2,Seminar,Mechanical,6.75,Medium,Some useful information but could be improved.,0.3,0.0,Positive
888,6,6,5,2,3,6,6,3,Seminar,Mechanical,4.62,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
719,10,10,8,7,6,10,6,4,Seminar,Arts,7.62,High,Wonderful experience! The Q&A session was particularly helpful.,0.5833333333333334,0.6666666666666666,Positive
654,6,4,4,9,5,8,8,2,Guest Lecture,Electronics,5.75,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
947,7,3,8,1,5,9,7,2,Cultural Event,Arts,5.25,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
403,5,7,6,6,5,6,4,6,Workshop,Arts,5.62,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
124,9,9,7,9,1,9,4,3,Tech Talk,Management,6.38,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
548,9,8,6,7,1,2,7,6,Workshop,Computer Science,5.75,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
880,7,3,6,3,5,3,3,10,Tech Talk,Electronics,5.0,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
939,10,10,7,4,1,2,3,9,Workshop,Civil,5.75,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
166,6,10,4,4,4,8,4,6,Cultural Event,Civil,5.75,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
885,5,6,7,7,2,2,5,7,Tech Talk,Mechanical,5.12,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
112,7,9,6,9,1,7,1,2,Guest Lecture,Mechanical,5.25,Medium,The event met my basic expectations.,0.0,0.125,Neutral
811,8,8,8,6,1,4,9,1,Workshop,Civil,5.62,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
213,10,8,4,10,1,5,6,2,Workshop,Mechanical,5.75,Medium,The event met my basic expectations.,0.0,0.125,Neutral
375,10,4,4,1,3,4,7,9,Tech Talk,Computer Science,5.25,Medium,The event met my basic expectations.,0.0,0.125,Neutral
897,6,7,4,1,9,8,8,7,Guest Lecture,Arts,6.25,Medium,Some useful information but could be improved.,0.3,0.0,Positive
460,7,8,5,6,7,7,6,7,Guest Lecture,Mechanical,6.62,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
416,6,2,5,8,9,6,3,7,Cultural Event,Management,5.75,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
571,8,9,7,3,1,8,9,7,Guest Lecture,Mechanical,6.5,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
744,8,5,7,3,10,4,6,7,Guest Lecture,Electronics,6.25,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
378,9,8,7,2,4,7,2,6,Guest Lecture,Computer Science,5.62,Medium,The event met my basic expectations.,0.0,0.125,Neutral
121,5,9,5,2,4,5,6,6,Seminar,Electronics,5.25,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
462,10,4,8,5,4,6,4,7,Cultural Event,Electronics,6.0,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
777,8,6,4,6,4,7,10,1,Workshop,Management,5.75,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
845,5,10,6,8,4,4,4,5,Tech Talk,Computer Science,5.75,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
533,6,10,5,7,2,5,10,10,Workshop,Computer Science,6.88,Medium,The event met my basic expectations.,0.0,0.125,Neutral
450,5,2,6,2,4,5,1,4,Cultural Event,Computer Science,3.62,Low,Waste of time. The event didn't deliver what was promised.,-0.2,0.0,Negative
717,6,2,4,6,6,2,6,9,Tech Talk,Computer Science,5.12,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
469,10,8,6,1,3,5,8,10,Cultural Event,Computer Science,6.38,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
670,7,7,8,1,6,1,2,1,Guest Lecture,Management,4.12,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
137,8,2,5,2,4,9,7,8,Tech Talk,Mechanical,5.62,Medium,Some useful information but could be improved.,0.3,0.0,Positive
801,10,7,4,3,6,1,10,4,Guest Lecture,Electronics,5.62,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
315,5,10,5,10,8,4,8,4,Workshop,Computer Science,6.75,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
153,7,7,5,3,8,9,8,9,Workshop,Mechanical,7.0,High,"Great workshop, learned a lot of practical skills. Highly recommend!",0.5,0.645,Positive
190,8,6,7,5,6,4,3,8,Tech Talk,Mechanical,5.88,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
22,7,9,4,1,2,8,10,4,Tech Talk,Electronics,5.62,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
949,9,8,7,1,7,6,9,4,Cultural Event,Management,6.38,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
523,10,2,6,9,7,5,10,9,Cultural Event,Civil,7.25,High,"Great workshop, learned a lot of practical skills. Highly recommend!",0.5,0.645,Positive
527,5,6,5,2,8,6,9,8,Guest Lecture,Civil,6.12,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
461,7,10,7,6,6,8,4,9,Tech Talk,Mechanical,7.12,High,Wonderful experience! The Q&A session was particularly helpful.,0.5833333333333334,0.6666666666666666,Positive
244,5,8,4,9,3,10,1,3,Workshop,Arts,5.38,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
363,9,3,8,10,2,7,5,1,Cultural Event,Arts,5.62,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
610,8,10,6,8,2,1,5,1,Cultural Event,Electronics,5.12,Medium,The event met my basic expectations.,0.0,0.125,Neutral
381,9,2,8,8,1,9,1,2,Workshop,Civil,5.0,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
954,8,8,6,3,9,5,7,2,Cultural Event,Mechanical,6.0,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
604,10,9,8,9,4,8,7,9,Guest Lecture,Management,8.0,High,Excellent event! The speaker was very knowledgeable and engaging.,0.5333333333333333,0.6666666666666666,Positive
414,10,6,4,8,2,9,9,3,Tech Talk,Civil,6.38,Medium,The event met my basic expectations.,0.0,0.125,Neutral
151,8,7,5,10,8,3,8,6,Workshop,Mechanical,6.88,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
721,6,9,4,1,4,10,10,9,Tech Talk,Mechanical,6.62,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
664,10,8,7,4,8,2,1,10,Cultural Event,Computer Science,6.25,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
956,7,2,6,5,2,3,8,7,Cultural Event,Management,5.0,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
747,5,3,5,6,5,10,3,6,Workshop,Computer Science,5.38,Medium,The event met my basic expectations.,0.0,0.125,Neutral
438,9,6,5,9,2,3,9,3,Guest Lecture,Electronics,5.75,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
975,5,10,4,8,7,6,8,3,Seminar,Computer Science,6.38,Medium,Some useful information but could be improved.,0.3,0.0,Positive
277,5,6,8,7,2,7,1,10,Workshop,Computer Science,5.75,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
312,7,2,7,6,6,3,7,2,Seminar,Civil,5.0,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
565,10,9,7,10,4,8,5,4,Seminar,Arts,7.12,High,Fantastic session! The instructor explained concepts clearly.,0.3,0.6416666666666666,Positive
739,8,7,5,10,1,1,8,1,Guest Lecture,Mechanical,5.12,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
584,8,8,5,8,6,6,9,4,Seminar,Management,6.75,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
894,6,3,5,4,7,1,5,5,Seminar,Computer Science,4.5,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
270,9,10,5,9,6,4,7,7,Guest Lecture,Management,7.12,High,The event exceeded my expectations. Very well organized.,0.2,0.3,Positive
966,7,4,5,3,1,8,10,2,Seminar,Arts,5.0,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
489,7,2,5,8,1,1,8,8,Seminar,Arts,5.0,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
665,6,3,4,2,8,5,8,5,Seminar,Computer Science,5.12,Medium,The event met my basic expectations.,0.0,0.125,Neutral
71,9,10,8,4,9,3,8,2,Workshop,Electronics,6.62,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
603,7,2,7,1,7,7,1,7,Workshop,Computer Science,4.88,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
196,8,10,8,10,6,7,7,7,Workshop,Civil,7.88,High,Amazing experience! The hands-on activities were very helpful.,0.4750000000000001,0.6,Positive
804,9,3,7,6,10,7,9,7,Guest Lecture,Mechanical,7.25,High,Amazing experience! The hands-on activities were very helpful.,0.4750000000000001,0.6,Positive
837,5,10,4,1,4,8,9,1,Cultural Event,Electronics,5.25,Medium,Some useful information but could be improved.,0.3,0.0,Positive
530,6,5,4,9,1,2,3,6,Seminar,Computer Science,4.5,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
720,6,6,6,9,10,4,6,7,Seminar,Management,6.75,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
272,5,4,6,4,4,7,7,9,Guest Lecture,Electronics,5.75,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
984,5,10,6,4,2,10,4,6,Seminar,Electronics,5.88,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
185,10,3,8,4,1,10,7,9,Workshop,Computer Science,6.5,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
487,6,6,4,2,10,10,1,9,Cultural Event,Electronics,6.0,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
75,8,9,8,6,2,7,9,10,Tech Talk,Management,7.38,High,The best event I've attended this semester. Excellent content!,1.0,0.65,Positive
718,6,3,6,7,6,6,2,6,Seminar,Arts,5.25,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
496,10,7,4,6,10,5,3,6,Workshop,Electronics,6.38,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
630,5,5,4,8,3,6,6,8,Tech Talk,Arts,5.62,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
637,8,10,5,6,10,8,2,2,Cultural Event,Management,6.38,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
360,9,9,8,2,3,1,8,6,Tech Talk,Computer Science,5.75,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
183,6,7,5,5,4,7,1,9,Workshop,Mechanical,5.5,Medium,Some useful information but could be improved.,0.3,0.0,Positive
689,10,8,7,8,1,9,5,10,Tech Talk,Electronics,7.25,High,Wonderful experience! The Q&A session was particularly helpful.,0.5833333333333334,0.6666666666666666,Positive
236,6,9,6,4,1,2,8,4,Guest Lecture,Mechanical,5.0,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
768,6,6,6,3,5,9,8,3,Tech Talk,Management,5.75,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
316,7,2,7,8,6,4,2,9,Seminar,Electronics,5.62,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
396,6,10,4,6,1,2,4,10,Seminar,Arts,5.38,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
212,6,4,4,6,5,10,10,2,Guest Lecture,Civil,5.88,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
830,9,7,7,10,7,8,6,4,Workshop,Mechanical,7.25,High,Very informative and well-structured. Great learning opportunity.,0.5,0.525,Positive
209,9,8,5,3,3,10,7,2,Seminar,Electronics,5.88,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
62,7,4,4,5,3,10,2,1,Cultural Event,Mechanical,4.5,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
447,8,7,7,1,4,7,10,9,Seminar,Electronics,6.62,Medium,Some useful information but could be improved.,0.3,0.0,Positive
100,6,6,6,10,7,5,7,8,Seminar,Computer Science,6.88,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
305,10,8,8,4,6,3,10,4,Workshop,Arts,6.62,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
494,10,6,6,6,4,10,2,9,Tech Talk,Mechanical,6.62,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
328,10,6,5,4,6,10,8,2,Seminar,Civil,6.38,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
854,8,2,8,4,6,2,4,7,Guest Lecture,Civil,5.12,Medium,The event met my basic expectations.,0.0,0.125,Neutral
866,5,10,4,8,3,7,4,5,Tech Talk,Management,5.75,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
943,8,9,7,10,6,7,7,6,Cultural Event,Electronics,7.5,High,"Great workshop, learned a lot of practical skills. Highly recommend!",0.5,0.645,Positive
734,9,8,5,3,10,1,8,3,Workshop,Mechanical,5.88,Medium,Some useful information but could be improved.,0.3,0.0,Positive
189,9,3,6,2,3,8,10,7,Cultural Event,Management,6.0,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
404,10,5,7,8,1,5,10,4,Tech Talk,Mechanical,6.25,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
518,7,4,8,5,7,9,2,6,Tech Talk,Electronics,6.0,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
856,6,9,4,6,8,8,3,8,Tech Talk,Civil,6.5,Medium,The event met my basic expectations.,0.0,0.125,Neutral
70,9,2,5,8,10,9,7,6,Cultural Event,Computer Science,7.0,High,Very informative and well-structured. Great learning opportunity.,0.5,0.525,Positive
457,7,4,8,2,3,6,8,4,Tech Talk,Civil,5.25,Medium,Some useful information but could be improved.,0.3,0.0,Positive
148,5,4,4,4,8,10,5,5,Cultural Event,Management,5.62,Medium,The event met my basic expectations.,0.0,0.125,Neutral
958,10,10,5,8,5,10,7,8,Tech Talk,Arts,7.88,High,Fantastic session! The instructor explained concepts clearly.,0.3,0.6416666666666666,Positive
356,7,3,7,6,4,2,1,10,Guest Lecture,Computer Science,5.0,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
793,10,9,6,4,7,6,8,3,Tech Talk,Management,6.62,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
771,8,7,6,4,8,7,3,2,Cultural Event,Electronics,5.62,Medium,Some useful information but could be improved.,0.3,0.0,Positive
452,5,6,7,9,7,8,6,1,Seminar,Computer Science,6.12,Medium,The event met my basic expectations.,0.0,0.125,Neutral
72,8,7,7,3,4,1,4,7,Tech Talk,Management,5.12,Medium,The event met my basic expectations.,0.0,0.125,Neutral
710,7,2,6,5,7,7,6,10,Seminar,Electronics,6.25,Medium,Some useful information but could be improved.,0.3,0.0,Positive
980,6,3,7,1,5,4,9,4,Guest Lecture,Civil,4.88,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
145,6,8,4,6,1,3,2,7,Workshop,Arts,4.62,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
960,6,9,6,1,3,3,5,8,Guest Lecture,Electronics,5.12,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
660,5,7,7,3,10,3,3,4,Tech Talk,Mechanical,5.25,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
987,9,10,7,8,7,3,8,7,Seminar,Electronics,7.38,High,Very informative and well-structured. Great learning opportunity.,0.5,0.525,Positive
534,9,5,7,5,2,6,10,8,Seminar,Electronics,6.5,Medium,Some useful information but could be improved.,0.3,0.0,Positive
858,9,5,5,3,2,2,7,7,Cultural Event,Arts,5.0,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
324,10,5,5,2,2,5,7,6,Seminar,Mechanical,5.25,Medium,Some useful information but could be improved.,0.3,0.0,Positive
884,7,4,7,10,5,1,7,4,Cultural Event,Management,5.62,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
611,8,9,5,3,9,5,8,3,Workshop,Management,6.25,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
136,8,6,7,10,9,9,2,3,Tech Talk,Electronics,6.75,Medium,Some useful information but could be improved.,0.3,0.0,Positive
705,9,3,6,3,3,5,1,2,Cultural Event,Mechanical,4.0,Medium,Some useful information but could be improved.,0.3,0.0,Positive
991,7,4,5,8,9,8,5,1,Workshop,Mechanical,5.88,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
676,9,8,5,7,4,10,2,6,Seminar,Arts,6.38,Medium,Some useful information but could be improved.,0.3,0.0,Positive
769,9,8,8,8,1,1,8,5,Seminar,Civil,6.0,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
246,7,10,8,8,4,10,3,8,Workshop,Management,7.25,High,Excellent event! The speaker was very knowledgeable and engaging.,0.5333333333333333,0.6666666666666666,Positive
644,9,6,8,2,7,6,4,6,Seminar,Arts,6.0,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
263,7,9,4,7,9,8,10,7,Workshop,Computer Science,7.62,High,Excellent event! The speaker was very knowledgeable and engaging.,0.5333333333333333,0.6666666666666666,Positive
476,9,4,6,4,8,6,4,10,Cultural Event,Management,6.38,Medium,Some useful information but could be improved.,0.3,0.0,Positive
697,7,7,6,1,8,10,5,2,Cultural Event,Arts,5.75,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
95,7,2,5,5,9,6,8,3,Workshop,Management,5.62,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
688,8,6,7,5,6,1,4,10,Cultural Event,Civil,5.88,Medium,Some useful information but could be improved.,0.3,0.0,Positive
633,8,2,4,7,4,6,7,4,Cultural Event,Computer Science,5.25,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
241,8,3,8,8,10,1,8,6,Cultural Event,Civil,6.5,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
524,9,8,4,6,10,1,9,10,Guest Lecture,Computer Science,7.12,High,"Great workshop, learned a lot of practical skills. Highly recommend!",0.5,0.645,Positive
504,9,4,5,6,6,1,7,10,Tech Talk,Electronics,6.0,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
417,9,6,7,9,5,1,7,2,Seminar,Arts,5.75,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
554,6,6,8,2,4,6,4,10,Guest Lecture,Computer Science,5.75,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
656,6,2,7,2,5,6,9,9,Cultural Event,Civil,5.75,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
19,10,4,6,3,9,10,9,3,Workshop,Management,6.75,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
275,8,5,4,9,5,5,8,10,Cultural Event,Computer Science,6.75,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
478,5,10,7,6,8,7,3,9,Tech Talk,Arts,6.88,Medium,The event met my basic expectations.,0.0,0.125,Neutral
132,6,9,5,8,10,3,2,10,Cultural Event,Computer Science,6.62,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
